wdid|request|name|wdname|gaiaedr3|icrsra|icrsdec|spectype|teff|Dteff|logg|Dlogg|mass|Dmass|logL|DlogL|age|Dage|loghhe|logche|logch|lognh|logohe|logoh|lognahe|lognah|logmghe|logmgh|logalhe|logalh|logsihe|logsih|logphe|logph|logshe|logsh|logclhe|logcahe|logcah|logsche|logsch|logtihe|logtih|logvhe|logcrhe|logcrh|logmnhe|logmnh|logfehe|logfeh|logcohe|lognihe|lognih|logcuhe|logznhe|loggahe|loggehe|logsrhe|parallax|Dparallax|Dpc|DDpc|variability|ismag|binarity|BD|hasdisk|pmra|pmdec|comp|allnames|velU|velV|velW|B|DB|Mv|V|DV|R|DR|I|DI|J|DJ|H|DH|K|DK|su|Dsu|sg|Dsg|sr|Dsr|si|Dsi|sz|Dsz|PS_g|DPS_g|PS_r|DPS_r|PS_i|DPS_i|PS_z|DPS_z|PS_y|DPS_y|G|DG|BP|RP|EBmV|nbUV|nbOpt
Gaia DR2 5391794195555570048||Gaia EDR3 5391794195555570048||5391794195555570048|10 46 46.30|-41 46 41.00|DAH|6750|40|8.04|0.02|0.676|0.038|||||||||||||||||||||||||||||||||||||||||||||35.41450109|0.036895197|28.24|||||||211.42842|-134.334254||TIC 106989158;SCR J1046-4146;Gaia DR2 5391794195555570048;2MASS J10464597-4146387;Gaia EDR3 5391794195555570048;104646.00-414638.85;LEP1046-4146;WDJ104646.0-414638.84;WDJ104646.00-414638.85;J1046-4146||||16.353|||15.969||15.735||15.476||15.222||15.081||14.962||||||||||||||||||||||15.871233|0.001560582|16.080242|15.510441|0.001|0|0
Gaia DR2 5398247534240054528||Gaia EDR3 5398247534240054528||5398247534240054528|11 32 16.54|-36 02 05.25|DZH|4590|70|7.86|0.06|||||||||||||||||||||||||||||||||||||||||||||||27.44233491|0.12239049|36.44|||||||-1.275725403|-18.71697956||Gaia DR2 5398247534240054528;Gaia EDR3 5398247534240054528;113216.54-360204.95;WDJ113216.54-360204.95;J1132-3602|||||||||||||||||||||||||||||||||||||||17.906153|0.019989394|18.468386|17.192083|0.001|0|0
Gaia DR2 5407613384750351232||Gaia EDR3 5407613384750351232||5407613384750351232|10 10 38.63|-47 17 29.16|DA|5850|40|8.12|0.02|||||||||||||||||||||||||||||||||||||||||||||||26.94470552|0.060874358|37.11|||||||-424.786797|41.67260867||Gaia DR2 5407613384750351232;Gaia EDR3 5407613384750351232;101039.30-471729.83;WDJ101039.3-471729.82;WDJ101039.30-471729.83;J1010-4717|||||||||||||||||||||||||||||||||||||||17.145418|0.003988456|17.46163|16.663961|0.001|0|0
Gaia DR2 5410698683096655360||Gaia EDR3 5410698683096655360||5410698683096655360|09 42 40.34|-46 37 18.32|DAH|5970|30|8.01|0.02|||||||||||||||||||||||||||||||||||||||||||||||48.83429362|0.025127925|20.48|||||||68.19144566|-39.6076757||WISE J094240.29-463718.0;2MASS J09424023-4637176;Gaia DR2 5410698683096655360;TIC 33724884;UCAC4 217-039132;Gaia EDR3 5410698683096655360;094240.23-463717.68;WDJ094240.23-463717.68;J0942-4637|||||||||15.68|0.12|||14.676|0.032|14.447|0.048|14.408|0.083|||||||||||||||||||||15.597418|0.0017696|15.891129|15.136825|0|0|0
Gaia DR2 5423545067716723712||Gaia EDR3 5423545067716723712||5423545067716723712|09 17 08.57|-45 46 13.69|DAZ|6330|40|8.02|0.02|||||||||||||||||||||||||||||||||||||||||||||||35.30793807|0.03490413|28.32|||||||-60.22923661|-0.888100183||Gaia DR2 5423545067716723712;Gaia EDR3 5423545067716723712;091708.67-454613.68;WDJ09178.67-454613.67;WDJ091708.67-454613.68;J0917-4546|||||||||||||||||||||||||||||||||||||||16.088366|0.002924572|16.341284|15.680054|0|0|0
Gaia DR2 5423896396040719744||Gaia EDR3 5423896396040719744||5423896396040719744|09 18 08.03|-44 37 19.19|DAH|5330|40|8.02|0.03|||||||||||||||||||||||||||||||||||||||||||||||35.26898039|0.05188843|28.35|||||||-377.796743|316.5169566||PM J09181-4437;TIC 75823453;Gaia DR2 5423896396040719744;2MASS J09180861-4437244;Gaia EDR3 5423896396040719744;091808.59-443724.25;WDJ09188.59-443724.24;WDJ091808.59-443724.25;J0918-4437||||17.3|||||16.8||16.5||15.59||15.37||14.89||||||||||||||||||||||16.831509|0.005615195|17.236418|16.265333|0|0|0
Gaia DR2 5425208663166556288||Gaia EDR3 5425208663166556288||5425208663166556288|09 40 52.83|-42 32 24.26|DC|6000|50|8.22|0.03|||||||||||||||||||||||||||||||||||||||||||||||26.71251588|0.06529268|37.44|||||||60.05610969|74.68217146||Gaia DR2 5425208663166556288;Gaia EDR3 5425208663166556288;094052.75-423225.46;WDJ094052.75-423225.45;WDJ094052.75-423225.46;J0940-4232|||||||||||||||||||||||||||||||||||||||17.203989|0.006305949|17.50819|16.746445|0.001|0|0
Gaia DR2 54253618862057728||Gaia EDR3 54253618862057728||54253618862057728|03 26 31.66|15 57 17.10|DA|5785|15|8.228|0.008|0.731|0.007|||4.55||||||||||||||||||||||||||||||||||||||||||25.91432593|0.093822084|38.59|||||||180.6673862|143.9422359|H|LSPM J0326+1557;2MASS J03263144+1557147;NLTT 10907;LP 412-41;USNO-B1.0 1059-00043528;TIC 58958245;Gaia DR2 54253618862057728;Gaia EDR3 54253618862057728;J0326+1557;WDJ032631.46+155714.79;J0326+1557||||18.1|||||17.3||||16.385|0.232|16.385|0.232|||17.7923|0.00242|||||||||17.79229927|0.002563|17.4015007|0.0043|17.2609005|0.003892|17.22789955|0.006953|17.23550034|0.009559|17.415731|0.010604268|17.76797|16.910587|0.001|0|2
Gaia DR2 5427528254746168192||Gaia EDR3 5427528254746168192||5427528254746168192|09 16 00.98|-42 15 23.94|DZH:|5130|30|8.05|0.02|||||||||||||||||||||||||||||||||||||||||||||||44.35264761|0.043621037|22.55|||||||24.67367223|-203.5573791||TIC 75401353;2MASS J09160094-4215206;Gaia DR2 5427528254746168192;WISE J091600.96-421522.5;Gaia EDR3 5427528254746168192;091600.94-421520.68;WDJ09160.94-421520.68;WDJ091600.94-421520.68;J0916-4215|||||||||||||15.307|0.064|15.26|0.101|14.89|0.124|||||||||||||||||||||16.566486|0.003604704|17.003422|15.961203|0|0|0
Gaia DR2 5432789383518999168||Gaia EDR3 5432789383518999168||5432789383518999168|09 37 35.65|-38 52 16.97|DA|5660|50|8|0.03|||||||||||||||||||||||||||||||||||||||||||||||28.98930853|0.050446767|34.5|||||||-430.2996064|390.1405564||TIC 393204653;PM J09376-3852;2MASS J09373622-3852230;Gaia DR2 5432789383518999168;Gaia EDR3 5432789383518999168;093736.24-385223.21;WDJ093736.24-385223.21;J0937-3852|||||||||16.6||16.5||16.03||15.6||15.97||||||||||||||||||||||16.963436|0.006223635|17.312529|16.450296|0|0|0
Gaia DR2 5446665014103742336||Gaia EDR3 5446665014103742336||5446665014103742336|10 18 13.12|-34 38 50.00|DA|5090|50|8.04|0.04|||||||||||||||||||||||||||||||||||||||||||||||30.48766298|0.0862906|32.8|||||||250.1067544|-247.0635924||Gaia DR2 5446665014103742336;Gaia EDR3 5446665014103742336;101812.80-343846.05;WDJ101812.8-343846.04;WDJ101812.80-343846.05;J1018-3438|||||||||||||||||||||||||||||||||||||||17.41404|0.009575256|17.867006|16.797718|0.001|0|0
Gaia DR2 5446784345474819968||Gaia EDR3 5446784345474819968||5446784345474819968|10 19 46.88|-34 02 19.44|DAH|6480|50|8.37|0.02|0.666|0.045|||||||||||||||||||||||||||||||||||||||||||||36.30143706|0.04567943|27.55|||||||-352.9983348|152.3296712|He|Gaia DR2 5446784345474819968;L 536-155;TIC 71407717;2MASS J10194735-3402219;LTT 3788;UCAC4 280-059221;NLTT 24046;WISE J101947.04-340220.2;Gaia EDR3 5446784345474819968;101947.34-340221.88;LEP1019-3402;WDJ101947.34-340221.88;J1019-3402||||17.071|||16.569||16.274||16.018||15.915||15.528||15.463||||||||||||||||||||||16.457178|0.003385983|16.70314|16.072126|0|0|1
Gaia DR2 5456685104084844032||Gaia EDR3 5456685104084844032||5456685104084844032|10 59 15.61|-28 19 57.07|DAZ|6650|60|8.05|0.03|0.592||||1.821||||||||||||||||||||||||||||||||||||||||||25.34415719|0.061882406|39.46|||||||-306.8709877|-69.47788349||Gaia DR2 5456685104084844032;Gaia EDR3 5456685104084844032;105915.98-281955.96;WDJ105915.98-281955.95;WDJ105915.98-281955.96;J1059-2819|||||||||||||||||||||||||||||16.91469955|0.005042|16.67860031|0.002772|16.61879921|0.00319|16.6371994|0.003524|16.64509964|0.002027|16.662718|0.004408628|16.88742|16.294115|0.001|0|0
Gaia DR2 5473389537569200896||Gaia EDR3 5473389537569200896||5473389537569200896|10 10 47.78|-24 27 11.79|DC|21770||8.918||1.166||||0.3251||||||||||||||||||||||||||||||||||||||||||25.1861062|0.038202643|39.7|||||||-112.9885042|-53.86071591||2MASS J10104792-2427108;Gaia DR2 5473389537569200896;UCAC4 328-061594;WISE J101047.82-242711.8;TIC 168071263;Gaia EDR3 5473389537569200896;WDJ101047.91-242710.93;J1010-2427||||15.17|0.03||15.2|0.01|15.49|0.15|||15.628|0.065|15.707|0.093|15.79|0.226|||15.1|0.03|15.47|0.04|15.73|0.07|||15.10840034|0.001338|15.43309975|0.002777|15.65690041|0.001906|16.09460068|0.003962|16.22170067|0.004777|15.198068|0.001144373|15.091299|15.380816|0.001|0|0
Gaia DR2 5510964144860346496||Gaia EDR3 5510964144860346496||5510964144860346496|07 33 26.54|-44 53 25.65|DA|9410|80|8|0.02|0.606|0.046|||||||||||||||||||||||||||||||||||||||||||||25.5985314|0.024414837|39.06|||||||90.28481365|-19.57613253|H|Gaia DR2 5510964144860346496;Gaia EDR3 5510964144860346496;073326.40-445325.34;LEP0733-4453;WDJ073326.4-445325.33;WDJ073326.40-445325.34;J0733-4453||||15.582|||15.395||15.311||15.23||15.092||15.07||15.537||||||||||||||||||||||15.335029|0.001696009|15.409765|15.204127|0|0|1
Gaia DR2 551153263105246208||Gaia EDR3 551153263105246208||551153263105246208|04 12 46.23|75 49 42.68|DAH:*|8494|49|8.249|0.008|0.752|0.008|||1.4||||||||||||||||||||||||||||||||||||||||||28.53472448|0.031753443|35.05|||||||-140.8990204|26.11422276|H|2MASS J04124684+7549421;UCAC4 830-006897;Gaia DR2 551153263105246208;TIC 103222871;Gaia EDR3 551153263105246208;J0412+7549;WDJ041246.85+754942.26;J0412+7549||||15.9|0.03||15.73|0.01|15.56|0.28|||15.412|0.133|15.519|0.235|15.519|0.235|15.9162|0.00445|15.8|0.01|15.76|0.01|||||15.91619968|0.007774|15.89960003|0.00422|15.94750023|0.003334|16.04730034|0.004114|16.12409973|0.005381|15.814898|0.003223324|15.9218855|15.625739|0.001|0|3
Gaia DR2 5513896164414899456||Gaia EDR3 5513896164414899456||5513896164414899456|07 53 28.34|-51 14 34.20|DAH|9280|100|8.39|0.02|0.862|0.045|||||||||||||||||||||||||||||||||||||||||||||30.56484112|0.025447091|32.72|||||||-76.78084914|173.7986274|H|TIC 269071459;WT 229;2MASS J07532848-5114370;Gaia DR2 5513896164414899456;Gaia EDR3 5513896164414899456;075328.47-511436.98;LEP0753-5114;WDJ075328.47-511436.98;J0753-5114||||15.807|||15.649||15.548||15.424||15.36||15.416||15.385||||||||||||||||||||||15.605373|0.003057976|15.683374|15.45754|0|0|2
Gaia DR2 5516345223493485952||Gaia EDR3 5516345223493485952||5516345223493485952|08 16 30.74|-46 41 09.88|DC|4240|40|7.78|0.03|0.547|0.036|||||||||||||||||||||||||||||||||||||||||||||43.4806631|0.05911103|23|||||||386.6694567|209.9746119|H|Gaia DR2 5516345223493485952;Gaia EDR3 5516345223493485952;081630.14-464113.24;LEP0816-4641;WDJ081630.14-464113.24;J0816-4641||||18.828|||17.624||16.967||16.358||15.678||15.592||14.912||||||||||||||||||||||17.138054|0.006360181|17.793264|16.376411|0|0|1
Gaia DR2 5544743925212648320||Gaia EDR3 5544743925212648320||5544743925212648320|08 12 26.98|-35 29 43.79|DC|6240|30|8.18|0.01|||||||||||||||||||||||||||||||||||||||||||||||89.50642598|0.015485769|11.17|||||||-65.4794499|-29.20449376||Gaia DR2 5544743925212648320;TIC 145863747;2MASS J08122707-3529433;UCAC4 273-028648;WD 0810-353;UPM J0812-3529;Gaia EDR3 5544743925212648320;081227.07-352943.32;WDJ081227.07-352943.32;J0812-3529||||14.97|0.01||14.47|0.01|14.43|0.09|||13.618|0.03|13.382|0.023|13.319|0.031|||||||||||||||||||||14.346308|0.00072491|14.605364|13.92187|0|0|0
Gaia DR2 5563539217484322816||Gaia DR2 5563539217484322816|||06 52 31.66|-41 05 28.54||||||||||||||||||||||||||||||||||||||||||||||||||||28.7061|0.7808|34.84|||||||-21.765|45.459||Gaia DR2 5563539217484322816;WDJ065231.66-410528.54;J0652-4105|||||||||||||||||||||||||||||||||||||||19.0594|0.0224|19.520418|17.888092|0|0|0
Gaia DR2 5589354543620145024||Gaia EDR3 5589354543620145024||5589354543620145024|07 15 50.20|-37 06 39.68|DA|7240|70|8.41|0.02|||||||||||||||||||||||||||||||||||||||||||||||29.23485624|0.039043706|34.21|||||||-265.9315876|157.6399236||SCR J0715-3706;Gaia DR2 5589354543620145024;TIC 22866080;2MASS J07155057-3706423;Gaia EDR3 5589354543620145024;071550.55-370642.20;WDJ071550.55-370642.19;WDJ071550.55-370642.20;J0715-3706||||16.87|||||16.46||16.21||16.182|0.11|15.99|0.18|||||||||||||||||||||||16.587446|0.003339893|16.769814|16.289654|0|0|0
Gaia DR2 5597759970724418688||Gaia EDR3 5597759970724418688||5597759970724418688|08 01 51.19|-28 28 33.26|DQpec|5790|40|7.92|0.03|0.535||||2.339||||||||||||||||||||||||||||||||||||||||||28.5361036|0.056324754|35.04|||||||123.4368633|-95.43241201||Gaia DR2 5597759970724418688;Gaia EDR3 5597759970724418688;080151.04-282831.73;WDJ080151.04-282831.72;WDJ080151.04-282831.73;J0801-2828|||||||||||||||||||||||||||||17.31999969|0.00797|16.77869987|0.00537|16.64419937|0.002688|16.68709946|0.005342|16.71899986|0.009617|16.797237|0.00561397|17.108988|16.295696|0|0|0
Gaia DR2 5602191655425794688||UCAC4 323-038274|||07 55 45.24|-25 25 35.86||||||||||||||||||||||||||||||||||||||||||||||||||||44.6522|0.5441|22.4|||||||-1.651|10.362||TIC 129435110;Gaia DR2 5602191655425794688;WISE J075545.23-252535.5;UCAC4 323-038274;2MASS J07554525-2525356;WDJ075545.24-252535.86;J0755-2525|||||||||||||14.958|0.033|14.548|0.047|14.308|0.075|||||||||||||||||||||16.267|0.0017|16.69029|15.650762|0|0|0
Gaia DR2 5605383430285597696||Gaia EDR3 5605383430285597696||5605383430285597696|07 22 51.79|-30 42 28.42|DA|5140|40|8.56|0.02|0.959||||8.281||||||||||||||||||||||||||||||||||||||||||42.71965027|0.06726724|23.41|||||||334.369864|372.2094632||PM J07228-3042;Gaia DR2 5605383430285597696;TIC 111381080;2MASS J07225134-3042344;Gaia EDR3 5605383430285597696;072251.38-304234.38;WDJ072251.38-304234.37;WDJ072251.38-304234.38;J0722-3042||||18.3|||||17.4||17.2||16.42||15.69||15.52||||||||||||17.959101|0.007677|17.3962|0.000558|17.1807|0.01729|17.107201|0.004569|17.062|0.017424|17.421335|0.006975303|17.876139|16.82254|0|0|0
Gaia DR2 5613667528847139200||Gaia EDR3 5613667528847139200||5613667528847139200|07 28 46.69|-25 31 18.01||||||||||||||||||||||||||||||||||||||||||||||||||||25.7433|0.9808|38.85|||||||-10|-0.108||Gaia DR2 5613667528847139200;Gaia EDR3 5613667528847139200;WDJ072846.70-253118.00;J0728-2531|||||||||||||||||||||||||||||||||||||||17.385115|0.006340791|17.840778|16.34847|0|0|0
Gaia DR2 5614338059145588608||Gaia DR2 5614338059145588608|||07 48 55.74|-25 26 07.36||||||||||||||||||||||||||||||||||||||||||||||||||||35.2459|0.9186|28.37|||||||-1.803|11.719||Gaia DR2 5614338059145588608;WDJ074855.74-252607.36;J0748-2526|||||||||||||||||||||||||||||||||||||||16.7156|0.0039|17.03997|16.103273|0|0|0
Gaia DR2 5614343011257214720||Gaia EDR3 5614343011257214720||5614343011257214720|07 48 12.54|-25 21 31.52||||||||||||||||||||||||||||||||||||||||||||||||||||28.6367|0.5897|34.92|||||||0.514|1.94||Gaia DR2 5614343011257214720;Gaia EDR3 5614343011257214720;WDJ074812.54-252131.60;J0748-2521|||||||||||||||||||||||||||||||||||||||15.864877|0.002082464|16.098873|15.413554|0|0|0
Gaia DR2 5614623794729505536||Gaia DR2 5614623794729505536|||07 45 38.88|-24 43 24.71||||||||||||||||||||||||||||||||||||||||||||||||||||41.2974|0.7094|24.21|||||||-1.283|-4.432||Gaia DR2 5614623794729505536;WDJ074538.88-244324.71;J0745-2443|||||||||||||||||||||||||||||||||||||||18.084|0.0027|18.58818|17.249847|0|0|0
Gaia DR2 5614676330771453440||Gaia DR2 5614676330771453440|||07 41 58.43|-24 34 12.44||||||||||||||||||||||||||||||||||||||||||||||||||||33.2324|0.4893|30.09|||||||0.437|-1.87||Gaia DR2 5614676330771453440;WDJ074158.43-243412.44;J0741-2434|||||||||||||||||||||||||||||||||||||||17.3408|0.0022|17.94768|16.54906|0|0|0
Gaia DR2 5615515777843690368||Gaia EDR3 5615515773536993920||5615515773536993920|07 39 04.47|-24 00 01.18||||||||||||||||||||||||||||||||||||||||||||||||||||35.5428|0.7571|28.14|||||||-0.693|3.922||Gaia DR2 5615515777843690368;Gaia EDR3 5615515773536993920;WDJ073904.47-240001.25;J0739-2400|||||||||||||||||||||||||||||||||||||||14.767834|0.000647069|15.013224|14.28668|0|0|0
Gaia DR2 5615583844469253376||Gaia EDR3 5615583844485896448||5615583844485896448|07 44 38.85|-23 31 58.56||||||||||||||||||||||||||||||||||||||||||||||||||||47.9932|0.9815|20.84|||||||5.045|16.093||Gaia DR2 5615583844469253376;Gaia EDR3 5615583844485896448;WDJ074438.84-233158.82;J0744-2331|||||||||||||||||||||||||||||||||||||||18.580229|0.014484774|18.923468|17.526257|0|0|0
Gaia DR2 5615665105256804736||Gaia EDR3 5615665105256804736||5615665105256804736|07 42 47.28|-23 12 22.01||||||||||||||||||||||||||||||||||||||||||||||||||||25.583|0.5289|39.09|||||||0.839|0.434||Gaia DR2 5615665105256804736;Gaia EDR3 5615665105256804736;WDJ074247.28-231222.01;J0742-2312|||||||||||||||||||||||||||||||||||||||15.682184|0.001115519|15.909658|15.101126|0|0|0
Gaia DR2 5615793645037666944||Gaia EDR3 5615793645047246976||5615793645047246976|07 37 53.54|-23 15 38.11||||||||||||||||||||||||||||||||||||||||||||||||||||26.277|0.9813|38.06|||||||6.395|4.934||Gaia DR2 5615793645037666944;Gaia EDR3 5615793645047246976;WDJ073753.53-231538.18;J0737-2315|||||||||||||||||||||||||||||||||||||||18.232807|0.012867762|18.708715|17.308157|0|0|0
Gaia DR2 5615913079485168256||Gaia EDR3 5615913079498115200||5615913079498115200|07 42 54.35|-22 30 22.11||||||||||||||||||||||||||||||||||||||||||||||||||||30.1499|1.1733|33.17|||||||2.867|3.16||Gaia DR2 5615913079485168256;Gaia EDR3 5615913079498115200;WDJ074254.35-223022.16;J0742-2230|||||||||||||||||||||||||||||||||||||||18.857534|0.024378907|19.18871|17.686136|0|0|0
Gaia DR2 5616323124310350976||Gaia EDR3 5616323124310350976||5616323124310350976|07 16 45.25|-26 04 54.51|CND|||||||||||||||||||||||||||||||||||||||||||||||||||33.59418168|0.18555379|29.77|||||||-50.9983481|200.3042269||Gaia DR2 5616323124310350976;Gaia EDR3 5616323124310350976;WDJ071645.31-260457.71;J0716-2604|||||||||||||||||||||||||||||20.79520035|0.043639001|19.02280045|0.005484|18.23119926|0.006237|17.96139908|0.005599|17.82299995|0.019128|18.90967|0.037122738|20.143347|17.82878|0|0|0
Gaia DR2 5616844292816496768||Gaia EDR3 5616844297126718208||5616844297126718208|07 22 41.69|-24 59 49.13||||||||||||||||||||||||||||||||||||||||||||||||||||29.8408|0.9418|33.51|||||||-2.194|8.931||Gaia DR2 5616844292816496768;Gaia EDR3 5616844297126718208;WDJ072241.70-245949.29;J0722-2459|||||||||||||||||||||||||||||||||||||||18.715864|0.014658756|18.95531|17.747576|0|0|0
Gaia DR2 5620763437599189376||Gaia EDR3 5620763437599189376||5620763437599189376|09 02 13.00|-39 45 53.57|DAH|8770|100|8.37|0.02|||||||||||||||||||||||||||||||||||||||||||||||27.46146711|0.031886324|36.41|||||||77.29640522|-16.02609889||Gaia DR2 5620763437599189376;Gaia EDR3 5620763437599189376;090212.89-394553.32;WDJ090212.89-394553.31;WDJ090212.89-394553.32;J0902-3945|||||||||||||||||||||||||||||||||||||||15.998196|0.004299636|16.094734|15.8137455|0|0|0
Gaia DR2 5624029566946316928||Gaia EDR3 5624029566946316928||5624029566946316928|09 07 34.21|-36 09 10.01|DA|5220|60|7.95|0.04|||||||||||||||||||||||||||||||||||||||||||||||25.31903682|0.07689288|39.5|||||||-28.2536944|-129.893808||Gaia DR2 5624029566946316928;Gaia EDR3 5624029566946316928;090734.25-360907.93;WDJ090734.25-360907.93;J0907-3609|||||||||||||||||||||||||||||||||||||||17.56847|0.009776146|18.007439|16.986502|0|0|0
Gaia DR2 5625513014289760128||Gaia EDR3 5625513014289760128||5625513014289760128|08 46 35.09|-36 22 06.83|DA|4890|40|7.91|0.03|||||||||||||||||||||||||||||||||||||||||||||||30.89269911|0.070292234|32.37|||||||-136.5159275|-9.69716426||Gaia DR2 5625513014289760128;Gaia EDR3 5625513014289760128;084635.27-362206.68;WDJ084635.27-362206.67;WDJ084635.27-362206.68;J0846-3622|||||||||||||||||||||||||||||||||||||||17.402649|0.006032124|17.911604|16.763514|0|0|0
Gaia DR2 5633102260158519936||Gaia EDR3 5633102260158519936||5633102260158519936|09 30 11.59|-29 59 42.14|DA|5100|60|7.93|0.05|0.527||||4.199||||||||||||||||||||||||||||||||||||||||||30.53195418|0.0731876|32.75|||||||132.7721659|77.77930023||Gaia DR2 5633102260158519936;Gaia EDR3 5633102260158519936;093011.42-295943.38;WDJ093011.42-295943.38;J0930-2959|||||||||||||||||||||||||||||17.80439949|0.002861|17.22030067|0.003146|16.98660088|0.002204|16.90649986|0.028580001|16.85460091|0.010187|17.247923|0.010666749|17.695028|16.633682|0|0|0
Gaia DR2 5644850125291506048||Gaia EDR3 5644850125291506048||5644850125291506048|08 29 33.52|-29 03 34.59||||||||||||||||||||||||||||||||||||||||||||||||||||27.9611|0.7946|35.76|||||||-3.577|1.949||Gaia DR2 5644850125291506048;Gaia EDR3 5644850125291506048;WDJ082933.52-290334.61;J0829-2903|||||||||||||||||||||||||||||||||||||||17.147661|0.005034323|17.283628|16.327768|0|0|0
Gaia DR2 5648566371510973824||Gaia EDR3 5648566371510973824||5648566371510973824|09 06 33.56|-26 26 57.35|DA|4990|40|7.95|0.03|0.553||||5.101||||||||||||||||||||||||||||||||||||||||||41.34203002|0.062216498|24.19|||||||36.92064459|-83.00554734||Gaia DR2 5648566371510973824;TIC 38004089;WISE J090633.54-262656.9;2MASS J09063350-2626559;UCAC4 318-057456;Gaia EDR3 5648566371510973824;090633.51-262656.02;WDJ090633.51-262656.01;WDJ090633.51-262656.02;J0906-2626|||||||||||||15.461|0.048|15.044|0.08|15.083|0.135|||||||||||17.29640007|0.004385|16.68250084|0.002079|16.42810059|0.003366|16.36739922|0.002074|16.2961998|0.009085|16.71162|0.005794935|17.181507|16.081797|0|0|0
Gaia DR2 5649808720867457664||Gaia EDR3 5649808720867457664||5649808720867457664|09 12 28.02|-26 42 03.73|DA|13440|280|9.19|0.02|1.262||||1.594||||||||||||||||||||||||||||||||||||||||||27.48167441|0.048832785|36.39|||||||-33.91812921|-139.8699334||Gaia DR2 5649808720867457664;Gaia EDR3 5649808720867457664;091228.06-264201.50;WDJ091228.06-264201.49;WDJ091228.06-264201.50;J0912-2642|||||||||||||||||||||||||||||16.37100029|0.004706|16.54409981|0.003638|16.75209999|0.003545|16.98719978|0.002902|17.1345005|0.007796|16.411798|0.003352931|16.405777|16.460424|0|0|0
Gaia DR2 5651964996310470144||Gaia EDR3 5651964996310470144||5651964996310470144|09 09 12.77|-22 46 26.96|DC|4549|33|7.996|0.019|0.575|0.016|||7.8||||||||||||||||||||||||||||||||||||||||||25.40973617|0.16227819|39.35|||||||-178.47085|-68.58312268|H|NLTT 21091;Gaia DR2 5651964996310470144;2MASS J09091299-2246257;LP 845-25;TIC 432134447;Gaia EDR3 5651964996310470144;J0909-2246;WDJ090912.98-224625.86;WDJ090912.98-224625.85;J0909-2246|||||||18.5||||||16.584|0.13|||||19.0317|0.01653|||||||||19.03170013|0.016356001|18.23819923|0.004224|17.92410088|0.007019|17.78210068|0.004614|17.75|0.009291|18.280031|0.020971397|18.891254|17.55624|0|0|2
